step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,2,0.0,0.0,2.4644592469092457,1,0.0,0.0836789033294688,1,0.0,0.06458049794496731,0,0.0,0.22008259618006076,0,0.0,0.35353922948805594,2,0.0
10.0,1,0.0,0.0,7.396706017657887,0,0.0,0.5288293712223938,0,0.0,0.5903207363929845,0,0.0,0.4950350935143492,1,0.0,0.560074767234541,1,0.0
15.0,1,0.0,0.0,8.945903858684115,0,0.0,0.6941232954605173,0,0.0,0.6075371712525386,0,0.0,0.7741113162687273,1,0.0,0.5207835214231902,1,0.0
20.0,9,9.0,0.1836734693877551,8.76813832336744,2,0.0,0.6818564350882291,2,1.0,0.6621630693515788,1,1.0,0.7402585471215224,4,7.0,0.4721159250757782,9,9.0
25.0,8,35.0,0.6363636363636364,8.980151473609295,1,1.0,0.7443479968937141,1,6.0,0.6226543381445047,3,7.0,0.574392328197903,3,21.0,0.6413658945308693,8,35.0
30.0,14,83.0,1.3387096774193548,7.215649542320077,2,6.0,0.6568351762178619,4,19.0,0.486207583486992,3,17.0,0.36558770452179234,5,42.0,0.5490177756797195,14,84.0
35.0,25,169.0,2.3472222222222223,5.7891552550727745,4,21.0,0.49647327460253327,8,45.0,0.382157378712952,5,34.0,0.37672715925892936,8,71.0,0.4080279049581576,25,171.0
40.0,28,204.0,2.5185185185185186,5.4617675906261915,11,62.0,0.3729116217601351,9,87.0,0.3645947785314849,2,37.0,0.4547048595231735,6,83.0,0.393813993133039,28,269.0
45.0,38,321.0,3.689655172413793,5.262184057250006,15,121.0,0.3145392260068252,13,144.0,0.2973254413603425,3,31.0,0.5493386011926424,7,73.0,0.42954615556788134,38,369.0
50.0,40,430.0,4.3,5.366030547934814,11,154.0,0.38353201392084196,16,216.0,0.24749136525267967,5,33.0,0.4524656117607768,8,76.0,0.47704651338577386,40,479.0
55.0,39,543.0,4.9363636363636365,5.430070569582358,14,206.0,0.3915288376848525,13,266.0,0.23751869164503547,4,38.0,0.48816201221270006,8,104.0,0.40779002282847715,39,614.0
60.0,49,598.0,4.9421487603305785,5.261398967647844,12,229.0,0.39235616208607416,17,297.0,0.30069331060896204,5,52.0,0.44159789965040236,15,150.0,0.29746377588087136,49,728.0
65.0,43,587.0,4.658730158730159,6.098978087694632,13,209.0,0.39785642947716066,13,276.0,0.3772735480699289,6,65.0,0.535351785435276,11,167.0,0.33732059664579467,43,717.0
70.0,49,698.0,5.208955223880597,5.104118728745586,17,270.0,0.1713338028739046,12,283.0,0.34125695518640686,6,89.0,0.4706511142005717,14,205.0,0.33068745218651335,49,847.0
75.0,59,815.0,5.863309352517986,4.598211257431206,21,347.0,0.16946360730292676,13,303.0,0.2897356524617138,11,124.0,0.372612894322812,14,232.0,0.3320387076619776,59,1006.0
80.0,67,1027.0,6.89261744966443,4.2271714483082565,16,412.0,0.17191142760956146,19,357.0,0.18479030095068313,17,196.0,0.3594099534779898,15,244.0,0.36671832511011826,67,1209.0
85.0,72,1081.0,6.79874213836478,3.5899036519306278,19,488.0,0.17682541677894525,21,360.0,0.1806562910055614,15,247.0,0.347568316817001,17,290.0,0.23320369036596303,72,1385.0
90.0,80,1240.0,7.380952380952381,3.741588792062834,17,485.0,0.25694627110184787,24,346.0,0.18293820630906665,19,295.0,0.2862440349267403,20,373.0,0.26989390188310924,80,1499.0
95.0,82,1236.0,6.866666666666666,3.4852386649133553,12,478.0,0.2934254274535922,30,480.0,0.21109356398249715,17,300.0,0.246760175388084,23,451.0,0.1963231166229903,82,1709.0
