step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,1,0.0,0.0,3.544664329445611,1,0.0,0.23550118083864416,1,0.0,-0.9
10.0,0,0.0,0.0,7.29271557049805,0,0.0,0.5259596934401215,0,0.0,0.0
15.0,2,0.0,0.0,8.504829398125551,2,0.0,0.6267409347042555,2,0.0,-1.8
20.0,2,0.0,0.0,10.040034570876696,2,0.0,0.7292333912229888,2,0.0,-1.8
25.0,2,1.0,0.03571428571428571,10.68749409612823,2,1.0,0.7854945123387536,2,1.0,-1.8
30.0,4,7.0,0.2,8.941773021800552,4,7.0,0.6319616433420858,4,7.0,-3.6
35.0,9,33.0,0.8048780487804879,8.035303262901898,9,33.0,0.5667111394968349,9,33.0,-8.1
40.0,13,81.0,1.7608695652173914,7.355151201891817,13,81.0,0.47072973735689516,13,81.0,-11.700000000000001
45.0,19,160.0,3.1372549019607843,6.62035252475862,19,160.0,0.3965171409504286,19,160.0,-17.1
50.0,25,264.0,4.631578947368421,6.127673286590146,25,264.0,0.3726828156332747,25,264.0,-22.5
55.0,25,381.0,6.4576271186440675,5.441047178628439,25,381.0,0.3251974811617323,25,381.0,-22.5
60.0,36,529.0,8.015151515151516,5.066355589356981,36,529.0,0.29501086544195043,36,529.0,-32.4
65.0,37,700.0,10.144927536231885,5.148556821376779,37,700.0,0.31181219254543163,37,700.0,-33.300000000000004
70.0,39,887.0,11.826666666666666,4.510919625661904,39,887.0,0.26907336008506905,39,887.0,-35.1
75.0,50,1106.0,13.825,4.162993238682097,50,1106.0,0.2567268511697745,50,1106.0,-45.0
80.0,50,1348.0,16.240963855421686,3.9909246093250093,50,1348.0,0.23383276116304588,50,1348.0,-45.0
85.0,57,1620.0,18.202247191011235,3.3063652892872666,57,1620.0,0.19042049877701173,57,1620.0,-51.300000000000004
90.0,66,1922.0,20.020833333333332,3.164932211541809,66,1922.0,0.1843313366499134,66,1922.0,-59.4
95.0,67,2249.0,22.948979591836736,3.168719092083547,67,2249.0,0.1870250943464797,67,2249.0,-60.300000000000004
100.0,73,2597.0,24.971153846153847,2.784729686245529,73,2597.0,0.16228509519571727,73,2597.0,-65.7
105.0,82,2978.0,27.321100917431192,2.5814404304715057,82,2978.0,0.13988985721780128,82,2978.0,-73.8
110.0,84,3388.0,30.52252252252252,2.469028323806466,84,3388.0,0.12024625362802568,84,3388.0,-75.60000000000001
115.0,90,3824.0,34.142857142857146,1.8973055554708116,90,3824.0,0.08850145484657873,90,3824.0,-81.0
120.0,95,4288.0,37.28695652173913,1.8783587120043943,95,4288.0,0.07277030902048034,95,4288.0,-85.5
125.0,97,4762.0,41.05172413793103,1.6925974833698523,97,4762.0,0.0728703934486538,97,4762.0,-87.3
130.0,99,5252.0,45.275862068965516,1.604539163578931,99,5252.0,0.0814315672963623,99,5252.0,-89.10000000000001
135.0,102,5752.0,48.33613445378151,1.5397767441355743,102,5752.0,0.06590757193620062,102,5752.0,-91.8
140.0,103,6258.0,52.15,1.4564689411089744,103,6258.0,0.069583346367015,103,6258.0,-92.7
145.0,103,6772.0,55.96694214876033,1.4662929335033805,103,6772.0,0.05908331400569878,103,6772.0,-92.7
150.0,106,7298.0,59.81967213114754,1.4821317085470713,106,7298.0,0.045214360020371845,106,7298.0,-95.4
155.0,107,7833.0,65.82352941176471,1.2696087591464975,107,7833.0,0.050259594317679575,107,7833.0,-96.3
160.0,107,8368.0,70.91525423728814,1.1560286803322948,107,8368.0,0.03499506935898575,107,8368.0,-96.3
165.0,107,8903.0,76.75,0.9837556478161333,107,8903.0,0.009075857934174883,107,8903.0,-96.3
170.0,107,9438.0,83.52212389380531,0.6417566950927389,107,9438.0,0.007364277365003861,107,9438.0,-96.3
